 31 августа ,именины,Денис,http://www.calendarium.com.ua/imenini_denis
 31 августа ,именины,Юрий,http://www.calendarium.com.ua/imenini_yurii
 31 августа ,праздники украины,День дальнобойщика,http://www.calendarium.com.ua/den_dalnoboishchika
 31 августа ,именины,Евгений,http://www.calendarium.com.ua/imenini_evgenii
 31 августа ,знаменитые украинцы,Осип Назарук (1883),http://www.calendarium.com.ua/osip_nazaruk_1883
day,event_type,event_name,event_url
 1 сентября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 1 сентября ,именины,Тимур,http://www.calendarium.com.ua/imenini_timur
 1 сентября ,исторические события,Введена национальная украинская валюта − гривна (1996),http://www.calendarium.com.ua/vvedena_natsionalnaya_ukrainskaya_valyuta_8722_grivna_1996
 1 сентября ,праздники украины,День предпринимателя,http://www.calendarium.com.ua/den_predprinimatelya
 1 сентября ,праздники украины,День знаний,http://www.calendarium.com.ua/den_znanii
 1 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 1 сентября ,исторические события,В Киеве открыт первый в Украине широкоформатный кинотеатр «Украина» (1964),http://www.calendarium.com.ua/v_kieve_otkryt_pervyi_v_ukraine_shirokoformatnyi_kinoteatr_ukraina_1964
 1 сентября ,дни городов украины,День Снежного,http://www.calendarium.com.ua/den_snezhnogo
 2 сентября ,именины,Виктор,http://www.calendarium.com.ua/imenini_viktor
 2 сентября ,праздники украины,День нотариата,http://www.calendarium.com.ua/den_notariata
 2 сентября ,именины,Максим,http://www.calendarium.com.ua/imenini_maksim
 2 сентября ,именины,Тимур,http://www.calendarium.com.ua/imenini_timur
 2 сентября ,исторические события,Начал работу морской порт в Мариуполе (1889),http://www.calendarium.com.ua/nachal_rabotu_morskoi_port_v_mariupole_1889
 2 сентября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 2 сентября ,исторические события,В Киеве началась Первая Всероссийская спортивная олимпиада (1913),http://www.calendarium.com.ua/v_kieve_nachalas_pervaya_vserossiiskaya_sportivnaya_olimpiada_1913
 2 сентября ,дни городов украины,День Сум,http://www.calendarium.com.ua/den_sum
 2 сентября ,знаменитые украинцы,Валентин Глушко (1908),http://www.calendarium.com.ua/valentin_glushko_1908
 2 сентября ,дни городов украины,День Одессы,http://www.calendarium.com.ua/den_odessy
 2 сентября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 2 сентября ,исторические события,На побережье черного моря началось строительство будущего города Одессы (1794),http://www.calendarium.com.ua/na_poberezhe_chernogo_morya_nachalos_stroitelstvo_budushchego_goroda_odessy_1794
 2 сентября ,дни городов украины,День Лисичанска,http://www.calendarium.com.ua/den_lisichanska
 3 сентября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 3 сентября ,дни городов украины,День Люботина,http://www.calendarium.com.ua/den_lyubotina
 3 сентября ,исторические события,Сборная Украины по футболу впервые получила право выступить на Кубке Мира (2005),http://www.calendarium.com.ua/sbornaya_ukrainy_po_futbolu_vpervye_poluchila_pravo_vystupit_na_kubke_mira_2005
 3 сентября ,исторические события,В Киеве создана девичья музыкальная группа «ВИА Гра» (2000),http://www.calendarium.com.ua/v_kieve_sozdana_devichya_muzykalnaya_gruppa_via_gra_2000
 3 сентября ,дни городов украины,День Шостки,http://www.calendarium.com.ua/den_shostki
 3 сентября ,знаменитые украинцы,Николай Косач (1884),http://www.calendarium.com.ua/nikolai_kosach_1884
 4 сентября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 4 сентября ,исторические события,Создана организация закарпатской молодежи - Украинская Национальная Оборона (1938),http://www.calendarium.com.ua/sozdana_organizatsiya_zakarpatskoi_molodezhi__ukrainskaya_natsionalnaya_oborona_1938
 4 сентября ,исторические события,Утверждено новое украинское правописание (1928),http://www.calendarium.com.ua/utverzhdeno_novoe_ukrainskoe_pravopisanie_1928
 4 сентября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 4 сентября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 5 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 5 сентября ,именины,Елизавета,http://www.calendarium.com.ua/imenini_elizaveta
 5 сентября ,знаменитые украинцы,Владимир Сикевич (1870),http://www.calendarium.com.ua/vladimir_sikevich_1870
 5 сентября ,исторические события,Вышел Указ Президиума Верховного Совета СССР об оказании помощи районам с татарским населением (1967),http://www.calendarium.com.ua/vyshel_ukaz_prezidiuma_verhovnogo_soveta_sssr_ob_okazanii_pomoshchi_raionam_s_tatarskim_naseleniem_1967
 5 сентября ,исторические события,Подписание Протокола Минских соглашений о прекращении огня на востоке Украины (2014),http://www.calendarium.com.ua/podpisanie_protokola_minskih_soglashenii_o_prekrashchenii_ognya_na_vostoke_ukrainy_2014
